antidep,var_id,cgrp,ctype,code,coef,likelir,vif,description,notes,Proper,Revised
DOXEPIN,959,rx,GEN,G10996,-0.51,0.57,1.04,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
DULOXETINE,965,rx,GEN,G10996,-0.62,0.38,1.04,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
ESCITALOPRAM,961,rx,GEN,G10996,-0.47,0.6,1.04,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
FLUOXETINE,962,rx,GEN,G10996,-0.71,0.27,1.05,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
MIRTAZAPINE,974,rx,GEN,G10996,-0.37,0.66,1.03,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
PAROXETINE,959,rx,GEN,G10996,-0.81,0.29,1.06,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
ROPINIROLE,962,rx,GEN,G10996,-0.87,0.33,1.03,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
SERTRALINE,969,rx,GEN,G10996,-0.98,0.23,1.06,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
VENLAFAXINE,968,rx,GEN,G10996,-0.7,0.29,1.06,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
Less common antidepressants or combination of antidepressants,967,rx,GEN,G10996,-0.64,0.39,1.07,RISPERIDONE,ATARACTICS-TRANQUILIZERS,Risperidone,Risperidone
SERTRALINE,970,rx,GEN,G11008,0.07,1,1.02,RIZATRIPTAN BENZOATE,NON-NARCOTIC ANALGESICS,Rizatriptan Benzoate,Rizatriptan Benzoate
ESCITALOPRAM,963,rx,GEN,G11010,-0.14,0.8,1.03,ROFECOXIB,ANTIARTHRITICS,Rofecoxib,Rofecoxib
CITALOPRAM,971,rx,GEN,G11017,-0.22,1.06,1.04,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
DULOXETINE,967,rx,GEN,G11017,-0.16,1.01,1.04,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
ESCITALOPRAM,964,rx,GEN,G11017,-0.14,1.36,1.03,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
FLUOXETINE,965,rx,GEN,G11017,-0.27,1.09,1.03,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
PAROXETINE,962,rx,GEN,G11017,-0.17,1.19,1.13,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
ROPINIROLE,965,rx,GEN,G11017,0.96,1.44,1.64,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
SERTRALINE,972,rx,GEN,G11017,-0.29,1.04,1.03,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
VENLAFAXINE,971,rx,GEN,G11017,-0.28,0.91,1.03,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
Less common antidepressants or combination of antidepressants,970,rx,GEN,G11017,0.35,1.62,1.33,ROPINIROLE HCL,ANTIPARKINSON,Ropinirole Hcl,Ropinirole 
CITALOPRAM,972,rx,GEN,G11038,0.08,1.33,1.06,ROSUVASTATIN CALCIUM,LIPOTROPICS,Rosuvastatin Calcium,Rosuvastatin Calcium
DULOXETINE,968,rx,GEN,G11038,0.09,1.29,1.07,ROSUVASTATIN CALCIUM,LIPOTROPICS,Rosuvastatin Calcium,Rosuvastatin Calcium
ESCITALOPRAM,965,rx,GEN,G11038,0.06,1.32,1.04,ROSUVASTATIN CALCIUM,LIPOTROPICS,Rosuvastatin Calcium,Rosuvastatin Calcium
FLUOXETINE,966,rx,GEN,G11038,0.08,1.48,1.08,ROSUVASTATIN CALCIUM,LIPOTROPICS,Rosuvastatin Calcium,Rosuvastatin Calcium
SERTRALINE,973,rx,GEN,G11038,0.09,1.43,1.07,ROSUVASTATIN CALCIUM,LIPOTROPICS,Rosuvastatin Calcium,Rosuvastatin Calcium
VENLAFAXINE,972,rx,GEN,G11038,0.09,1.32,1.06,ROSUVASTATIN CALCIUM,LIPOTROPICS,Rosuvastatin Calcium,Rosuvastatin Calcium
Less common antidepressants or combination of antidepressants,971,rx,GEN,G11038,0.07,1.28,1.07,ROSUVASTATIN CALCIUM,LIPOTROPICS,Rosuvastatin Calcium,Rosuvastatin Calcium
DOXEPIN,675,dxo,ICD9,V700,-0.14,0.88,1.03,ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY,MEDICAL EXAMINATION/EVALUATION,Routine General Medical Examination At Health Care Facility,Routine General Medical Examination
SERTRALINE,680,dxo,ICD9,V700,0.02,1.08,1.07,ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY,MEDICAL EXAMINATION/EVALUATION,Routine General Medical Examination At Health Care Facility,Routine General Medical Examination
Less common antidepressants or combination of antidepressants,687,dxo,ICD9,V700,0.03,1.08,1.07,ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY,MEDICAL EXAMINATION/EVALUATION,Routine General Medical Examination At Health Care Facility,Routine General Medical Examination
AMITRIPTYLINE,686,dxo,ICD9,V7231,-0.2,0.72,1.16,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
BUPROPION,657,dxo,ICD9,V7231,-0.04,0.94,1.16,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
DESVENLAFAXINE,675,dxo,ICD9,V7231,0.15,1.1,1.06,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
DOXEPIN,679,dxo,ICD9,V7231,-0.17,0.74,1.04,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
ESCITALOPRAM,676,dxo,ICD9,V7231,-0.03,0.99,1.28,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
FLUOXETINE,666,dxo,ICD9,V7231,-0.05,0.93,1.16,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
PAROXETINE,672,dxo,ICD9,V7231,-0.07,0.89,1.25,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
Less common antidepressants or combination of antidepressants,691,dxo,ICD9,V7231,-0.02,0.91,1.29,ROUTINE GYNECOLOGICAL EXAMINATION,MEDICAL EXAMINATION/EVALUATION,Routine Gynecological Examination,Routine Gynecological Examination
FLUOXETINE,622,dxo,ICD9,V202,-0.08,0.39,1.41,ROUTINE INFANT OR CHILD HEALTH CHECK,ADMINISTRATIVE/SOCIAL ADMISSIO,Routine Infant Or Child Health Check,Routine Infant Or Child Health Check
SERTRALINE,637,dxo,ICD9,V202,-0.04,0.41,1.37,ROUTINE INFANT OR CHILD HEALTH CHECK,ADMINISTRATIVE/SOCIAL ADMISSIO,Routine Infant Or Child Health Check,Routine Infant Or Child Health Check
CITALOPRAM,658,dxo,ICD9,V242,0.15,0.92,1.16,ROUTINE POSTPARTUM FOLLOW-UP,NORMAL PREGNANCY AND/OR DELIVE,Routine Postpartum Follow-Up,Routine Postpartum Follow-Up
ESCITALOPRAM,423,dxo,ICD9,7092,-0.08,0.95,1,SCAR CONDITION AND FIBROSIS OF SKIN,OTHER SKIN DISORDERS,Scar Condition And Fibrosis Of Skin,Scar Condition And Fibrosis Of Skin
CITALOPRAM,709,dxo,ICD9,V745,-0.12,0.63,1.09,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
DESVENLAFAXINE,687,dxo,ICD9,V745,-0.17,0.67,1.06,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
DULOXETINE,708,dxo,ICD9,V745,-0.16,0.64,1.05,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
ESCITALOPRAM,688,dxo,ICD9,V745,-0.05,0.8,1.07,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
PAROXETINE,682,dxo,ICD9,V745,-0.1,0.62,1.06,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
SERTRALINE,698,dxo,ICD9,V745,-0.09,0.67,1.09,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
VENLAFAXINE,686,dxo,ICD9,V745,-0.14,0.65,1.06,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
Less common antidepressants or combination of antidepressants,701,dxo,ICD9,V745,-0.05,0.64,1.07,SCREENING EXAMINATION FOR VENEREAL DISEASE,IMMUNIZATIONS AND SCREENING FO,Screening Examination For Venereal Disease,Screening For Venereal Disease
CITALOPRAM,713,dxo,ICD9,V762,0.05,1.02,1.11,SCREENING FOR MALIGNANT NEOPLASM OF THE CERVIX,OTHER SCREENING FOR SUSPECTED,Screening For Malignant Neoplasm Of The Cervix,Screening For Malignant Neoplasm Of The Cervix
PAROXETINE,686,dxo,ICD9,V762,0.05,0.98,1.18,SCREENING FOR MALIGNANT NEOPLASM OF THE CERVIX,OTHER SCREENING FOR SUSPECTED,Screening For Malignant Neoplasm Of The Cervix,Screening For Malignant Neoplasm Of The Cervix
SERTRALINE,702,dxo,ICD9,V762,0.04,1.06,1.13,SCREENING FOR MALIGNANT NEOPLASM OF THE CERVIX,OTHER SCREENING FOR SUSPECTED,Screening For Malignant Neoplasm Of The Cervix,Screening For Malignant Neoplasm Of The Cervix
VENLAFAXINE,690,dxo,ICD9,V762,0.06,1.05,1.11,SCREENING FOR MALIGNANT NEOPLASM OF THE CERVIX,OTHER SCREENING FOR SUSPECTED,Screening For Malignant Neoplasm Of The Cervix,Screening For Malignant Neoplasm Of The Cervix
DULOXETINE,713,dxo,ICD9,V7641,0.08,1.19,1.01,SCREENING FOR MALIGNANT NEOPLASM OF THE RECTUM,OTHER SCREENING FOR SUSPECTED,Screening For Malignant Neoplasm Of The Rectum,Screening For Malignant Neoplasm Of The Rectum
CITALOPRAM,725,dxo,ICD9,V829,-0.1,0.91,1,SCREENING FOR UNSPECIFIED CONDITION,OTHER SCREENING FOR SUSPECTED,Screening For Unspecified Condition,Screening For Unspecified Condition
PAROXETINE,684,dxo,ICD9,V7611,0.12,1.31,1.01,SCREENING MAMMOGRAM FOR HIGH-RISK PATIENT,OTHER SCREENING FOR SUSPECTED,Screening Mammogram For High-Risk Patient,Screening Mammogram For High-Risk Patient
SERTRALINE,650,dxo,ICD9,V286,0.1,1.06,1.17,SCREENING OF STREPTOCOCCUS B,IMMUNIZATIONS AND SCREENING FO,Screening Of Streptococcus B,Screening Of Streptococcus B
SERTRALINE,68,dxi,ICD9,66411,0.08,1.02,1.12,"SECOND-DEGREE PERINEAL LACERATION, WITH DELIVERY",OB-RELATED TRAUMA TO PERINEUM,"Second-Degree Perineal Laceration, With Delivery","Second-Degree Perineal Laceration, With Delivery"
BUPROPION,959,rx,GEN,G11250,-0.1,1.14,1.08,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
CITALOPRAM,973,rx,GEN,G11250,0.13,0.8,1.13,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
DULOXETINE,969,rx,GEN,G11250,0.17,0.94,1.13,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
ESCITALOPRAM,966,rx,GEN,G11250,0.16,0.96,1.15,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
FLUOXETINE,967,rx,GEN,G11250,0.14,0.76,1.15,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
PAROXETINE,965,rx,GEN,G11250,0.14,0.8,1.12,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
ROPINIROLE,967,rx,GEN,G11250,-0.25,0.95,1.09,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
SERTRALINE,974,rx,GEN,G11250,0.73,1.34,1.55,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
VENLAFAXINE,973,rx,GEN,G11250,0.16,0.88,1.13,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
Less common antidepressants or combination of antidepressants,972,rx,GEN,G11250,0.39,1.14,1.22,SERTRALINE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Sertraline Hcl,Sertraline 
CITALOPRAM,556,dxo,ICD9,78605,-0.04,0.97,1.2,SHORTNESS OF BREATH,OTHER LOWER RESPIRATORY DISEAS,Shortness Of Breath,Shortness Of Breath
VENLAFAXINE,534,dxo,ICD9,78605,-0.06,0.94,1.17,SHORTNESS OF BREATH,OTHER LOWER RESPIRATORY DISEAS,Shortness Of Breath,Shortness Of Breath
CITALOPRAM,974,rx,GEN,G11278,-0.13,0.93,1.01,SILDENAFIL CITRATE,OTHER ANTIHYPERTENSIVES,Sildenafil Citrate,Sildenafil Citrate
FLUOXETINE,968,rx,GEN,G11278,-0.11,1.01,1.03,SILDENAFIL CITRATE,OTHER ANTIHYPERTENSIVES,Sildenafil Citrate,Sildenafil Citrate
PAROXETINE,966,rx,GEN,G11278,-0.14,0.94,1.02,SILDENAFIL CITRATE,OTHER ANTIHYPERTENSIVES,Sildenafil Citrate,Sildenafil Citrate
SERTRALINE,975,rx,GEN,G11278,-0.14,0.91,1.06,SILDENAFIL CITRATE,OTHER ANTIHYPERTENSIVES,Sildenafil Citrate,Sildenafil Citrate
VENLAFAXINE,974,rx,GEN,G11278,-0.09,0.9,1.04,SILDENAFIL CITRATE,OTHER ANTIHYPERTENSIVES,Sildenafil Citrate,Sildenafil Citrate
Less common antidepressants or combination of antidepressants,973,rx,GEN,G11278,-0.1,0.85,1.05,SILDENAFIL CITRATE,OTHER ANTIHYPERTENSIVES,Sildenafil Citrate,Sildenafil Citrate
FLUOXETINE,969,rx,GEN,G11313,-0.11,0.92,1,SILVER SULFADIAZINE,MISCELLANEOUS,Silver Sulfadiazine,Silver Sulfadiazine
CITALOPRAM,976,rx,GEN,G11336,0.11,1.34,1.19,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
DULOXETINE,972,rx,GEN,G11336,0.07,1.2,1.12,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
ESCITALOPRAM,969,rx,GEN,G11336,0.07,1.23,1.08,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
FLUOXETINE,970,rx,GEN,G11336,0.11,1.56,1.2,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
MIRTAZAPINE,980,rx,GEN,G11336,0.08,1.1,1.05,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
PAROXETINE,968,rx,GEN,G11336,0.08,1.39,1.15,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
SERTRALINE,977,rx,GEN,G11336,0.12,1.45,1.2,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
VENLAFAXINE,976,rx,GEN,G11336,0.06,1.25,1.13,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
Less common antidepressants or combination of antidepressants,975,rx,GEN,G11336,0.09,1.35,1.17,SIMVASTATIN,MISCELLANEOUS,Simvastatin,Simvastatin
DULOXETINE,976,rx,GEN,G11647,0.12,1.28,1.01,SOLIFENACIN SUCCINATE,ANTISPASMODIC AND ANTICHOLINERGIC AGENTS,Solifenacin Succinate,Solifenacin Succinate
DOXEPIN,493,dxo,ICD9,72885,-0.21,0.76,1.01,SPASM OF MUSCLE,OTHER CONNECTIVE TISSUE DISEAS,Spasm Of Muscle,Spasm Of Muscle
DULOXETINE,705,dxo,ICD9,V7381,-0.07,0.91,1.02,"SPECIAL SCREENING EXAMINATION, HUMAN PAPILLOMAVIRUS [HPV]",IMMUNIZATIONS AND SCREENING FO,"Special Screening Examination, Human Papillomavirus [Hpv]","Special Screening Examination, Human Papillomavirus [Hpv]"
PAROXETINE,680,dxo,ICD9,V7381,-0.12,0.81,1.06,"SPECIAL SCREENING EXAMINATION, HUMAN PAPILLOMAVIRUS [HPV]",IMMUNIZATIONS AND SCREENING FO,"Special Screening Examination, Human Papillomavirus [Hpv]","Special Screening Examination, Human Papillomavirus [Hpv]"
VENLAFAXINE,683,dxo,ICD9,V7381,-0.11,0.87,1.03,"SPECIAL SCREENING EXAMINATION, HUMAN PAPILLOMAVIRUS [HPV]",IMMUNIZATIONS AND SCREENING FO,"Special Screening Examination, Human Papillomavirus [Hpv]","Special Screening Examination, Human Papillomavirus [Hpv]"
CITALOPRAM,715,dxo,ICD9,V7644,0.07,1.28,1.06,SPECIAL SCREENING FOR MALIGNANT NEOPLASM OF PROSTATE,OTHER SCREENING FOR SUSPECTED,Special Screening For Malignant Neoplasm Of Prostate,Special Screening For Malignant Neoplasm Of Prostate
MIRTAZAPINE,762,dxo,ICD9,V7644,0.14,1.36,1.09,SPECIAL SCREENING FOR MALIGNANT NEOPLASM OF PROSTATE,OTHER SCREENING FOR SUSPECTED,Special Screening For Malignant Neoplasm Of Prostate,Special Screening For Malignant Neoplasm Of Prostate
SERTRALINE,704,dxo,ICD9,V7644,0.07,1.31,1.11,SPECIAL SCREENING FOR MALIGNANT NEOPLASM OF PROSTATE,OTHER SCREENING FOR SUSPECTED,Special Screening For Malignant Neoplasm Of Prostate,Special Screening For Malignant Neoplasm Of Prostate
Less common antidepressants or combination of antidepressants,707,dxo,ICD9,V7644,0.04,1.2,1.12,SPECIAL SCREENING FOR MALIGNANT NEOPLASM OF PROSTATE,OTHER SCREENING FOR SUSPECTED,Special Screening For Malignant Neoplasm Of Prostate,Special Screening For Malignant Neoplasm Of Prostate
Less common antidepressants or combination of antidepressants,708,dxo,ICD9,V7651,0.03,1.23,1.05,"SPECIAL SCREENING FOR MALIGNANT NEOPLASMS, COLON",OTHER SCREENING FOR SUSPECTED,"Special Screening For Malignant Neoplasms, Colon","Special Screening For Malignant Neoplasms, Colon"
CITALOPRAM,686,dxo,ICD9,V6284,-0.24,0.37,1.06,SUICIDAL IDEATION,SUICIDE AND INTENTIONAL SELF-I,Suicidal Ideation,Suicidal Ideation
SERTRALINE,674,dxo,ICD9,V6284,-0.13,0.38,1.07,SUICIDAL IDEATION,SUICIDE AND INTENTIONAL SELF-I,Suicidal Ideation,Suicidal Ideation
CITALOPRAM,983,rx,GEN,G11822,-0.03,0.93,1.09,SULFAMETHOXAZOLE/TRIMETHOPRIM,SULFONAMIDES,Sulfamethoxazole/Trimethoprim,Sulfamethoxazole/Trimethoprim
FLUOXETINE,977,rx,GEN,G11868,0.07,1.06,1.04,SUMATRIPTAN SUCCINATE,NON-NARCOTIC ANALGESICS,Sumatriptan Succinate,Sumatriptan Succinate
SERTRALINE,983,rx,GEN,G11868,0.06,1.01,1.03,SUMATRIPTAN SUCCINATE,NON-NARCOTIC ANALGESICS,Sumatriptan Succinate,Sumatriptan Succinate
Less common antidepressants or combination of antidepressants,983,rx,GEN,G11868,0.04,0.97,1.05,SUMATRIPTAN SUCCINATE,NON-NARCOTIC ANALGESICS,Sumatriptan Succinate,Sumatriptan Succinate
CITALOPRAM,656,dxo,ICD9,V221,0.12,0.87,1.22,SUPERVISION OF OTHER NORMAL PREGNANCY,NORMAL PREGNANCY AND/OR DELIVE,Supervision Of Other Normal Pregnancy,Supervision Of Other Normal Pregnancy
FLUOXETINE,624,dxo,ICD9,V221,0.12,0.94,1.05,SUPERVISION OF OTHER NORMAL PREGNANCY,NORMAL PREGNANCY AND/OR DELIVE,Supervision Of Other Normal Pregnancy,Supervision Of Other Normal Pregnancy
SERTRALINE,639,dxo,ICD9,V221,0.1,0.97,1.54,SUPERVISION OF OTHER NORMAL PREGNANCY,NORMAL PREGNANCY AND/OR DELIVE,Supervision Of Other Normal Pregnancy,Supervision Of Other Normal Pregnancy
SERTRALINE,645,dxo,ICD9,V2541,0.08,0.84,1.04,SURVEILLANCE OF PREVIOUSLY PRESCRIBED CONTRACEPTIVE PILL,CONTRACEPTIVE AND PROCREATIVE,Surveillance Of Previously Prescribed Contraceptive Pill,Surveillance Of Previously Prescribed Contraceptive Pill
ROPINIROLE,536,dxo,ICD9,72981,0.1,1.17,1.02,SWELLING OF LIMB,OTHER CONNECTIVE TISSUE DISEAS,Swelling Of Limb,Swelling Of Limb
PAROXETINE,395,dxo,ICD9,6272,-0.09,1,1.09,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,MENOPAUSAL DISORDERS,Symptomatic Menopausal Or Female Climacteric States,Symptomatic Menopausal Or Female Climacteric States
Less common antidepressants or combination of antidepressants,411,dxo,ICD9,6272,-0.04,0.99,1.08,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,MENOPAUSAL DISORDERS,Symptomatic Menopausal Or Female Climacteric States,Symptomatic Menopausal Or Female Climacteric States
Less common antidepressants or combination of antidepressants,526,dxo,ICD9,7802,-0.02,0.96,1.1,SYNCOPE AND COLLAPSE,SYNCOPE,Syncope And Collapse,Syncope And Collapse
VENLAFAXINE,984,rx,GEN,G12035,-0.17,0.92,1.04,TAMOXIFEN CITRATE,ANTINEOPLASTICS,Tamoxifen Citrate,Tamoxifen Citrate
Less common antidepressants or combination of antidepressants,985,rx,GEN,G12037,0.04,1.2,1.11,TAMSULOSIN HCL,MISCELLANEOUS,Tamsulosin Hcl,Tamsulosin Hcl
Less common antidepressants or combination of antidepressants,986,rx,GEN,G12078,-0.04,0.89,1.03,TEMAZEPAM,SEDATIVE NON-BARBITURATE,Temazepam,Temazepam
PAROXETINE,193,dxo,ICD9,30781,-0.11,0.79,1.02,TENSION HEADACHE,MISCELLANEOUS DISORDERS,Tension Headache,Tension Headache
CITALOPRAM,990,rx,GEN,G12098,-0.1,0.76,1.04,TERCONAZOLE,ANTIFUNGALS,Terconazole,Terconazole
DESVENLAFAXINE,978,rx,GEN,G12098,-0.28,0.7,1.05,TERCONAZOLE,ANTIFUNGALS,Terconazole,Terconazole
FLUOXETINE,983,rx,GEN,G12098,-0.09,0.77,1.07,TERCONAZOLE,ANTIFUNGALS,Terconazole,Terconazole
PAROXETINE,980,rx,GEN,G12098,-0.12,0.72,1.05,TERCONAZOLE,ANTIFUNGALS,Terconazole,Terconazole
VENLAFAXINE,988,rx,GEN,G12098,-0.14,0.76,1.04,TERCONAZOLE,ANTIFUNGALS,Terconazole,Terconazole
Less common antidepressants or combination of antidepressants,988,rx,GEN,G12098,-0.07,0.73,1.05,TERCONAZOLE,ANTIFUNGALS,Terconazole,Terconazole
DULOXETINE,988,rx,GEN,G12113,0.09,1.16,1.03,TESTOSTERONE,MISCELLANEOUS,Testosterone,Testosterone
PAROXETINE,532,dxo,ICD9,7841,-0.15,0.74,1.01,THROAT PAIN,OTHER UPPER RESPIRATORY DISEAS,Throat Pain,Throat Pain
PAROXETINE,491,dxo,ICD9,7336,-0.17,0.73,1.01,TIETZE'S DISEASE,OTHER BONE DISEASE AND MUSCULO,Tietze'S Disease,Tietze'S Disease
MIRTAZAPINE,989,rx,GEN,G12319,0.15,1.3,1.02,TIZANIDINE HCL,MUSCLE RELAXANTS,Tizanidine Hcl,Tizanidine 
Less common antidepressants or combination of antidepressants,991,rx,GEN,G12319,0.03,1.1,1.1,TIZANIDINE HCL,MUSCLE RELAXANTS,Tizanidine Hcl,Tizanidine 
DULOXETINE,992,rx,GEN,G12357,0.08,1.03,1.03,TOPIRAMATE,ANTICONVULSANTS,Topiramate,Topiramate
ESCITALOPRAM,986,rx,GEN,G12357,0.1,1.24,1.03,TOPIRAMATE,ANTICONVULSANTS,Topiramate,Topiramate
FLUOXETINE,990,rx,GEN,G12357,0.05,0.87,1.06,TOPIRAMATE,ANTICONVULSANTS,Topiramate,Topiramate
DESVENLAFAXINE,986,rx,GEN,G12372,-0.15,0.92,1.03,TRAMADOL HCL,NARCOTIC ANALGESICS,Tramadol Hcl,Tramadol 
ROPINIROLE,991,rx,GEN,G12372,0.05,1.05,1.03,TRAMADOL HCL,NARCOTIC ANALGESICS,Tramadol Hcl,Tramadol 
VENLAFAXINE,995,rx,GEN,G12372,-0.07,0.96,1.07,TRAMADOL HCL,NARCOTIC ANALGESICS,Tramadol Hcl,Tramadol 
DULOXETINE,994,rx,GEN,G12374,-0.07,0.96,1.01,TRAMADOL HCL/ACETAMINOPHEN,NARCOTIC ANALGESICS,Tramadol Hcl/Acetaminophen,Tramadol /Acetaminophen
Less common antidepressants or combination of antidepressants,995,rx,GEN,G12374,-0.07,0.9,1.02,TRAMADOL HCL/ACETAMINOPHEN,NARCOTIC ANALGESICS,Tramadol Hcl/Acetaminophen,Tramadol /Acetaminophen
AMITRIPTYLINE,991,rx,GEN,G12405,0.27,1.76,1.13,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
BUPROPION,985,rx,GEN,G12405,0.21,1.56,1.14,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
CITALOPRAM,999,rx,GEN,G12405,-0.2,0.77,1.3,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
DESVENLAFAXINE,988,rx,GEN,G12405,-0.22,0.64,1.18,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
DULOXETINE,995,rx,GEN,G12405,-0.1,0.87,1.24,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
FLUOXETINE,993,rx,GEN,G12405,-0.21,0.78,1.29,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
NORTRIPTYLINE,991,rx,GEN,G12405,0.21,1.48,1.09,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
PAROXETINE,990,rx,GEN,G12405,-0.16,0.89,1.22,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
SERTRALINE,998,rx,GEN,G12405,-0.16,0.78,1.29,TRAZODONE HCL,PSYCHOSTIMULANTS-ANTIDEPRESSANTS,Trazodone Hcl,Trazodone 
